% of Regional Sales,% of Total Sales,Region,Customer ID,First Name,Last Name,Sales,Order Date,Stock,Total Regional Sales,Total Sales
56.994596807,32.196099408,West,183,Diane-marie,Le Gall,8745.61,12/08/2018,"Bankwell Financial Group, Inc.",15344.63,27163.57
70.192083646,15.270341762,West,191,Irma,Curr,5452.5,04/07/2016,BB&T Corporation,7767.97,35706.47
65.527975293,65.527975293,West,192,Nessie,Hardaway,5620.59,17/01/2017,"Hollysys Automation Technologies, Ltd.",8577.39,8577.39
68.962605483,68.962605483,West,202,Briney,Visco,7570.77,12/06/2018,Kingold Jewelry Inc.,10978.08,10978.08
47.402875128,35.467933665,West,209,Nicolais,Ricco,6594.56,02/11/2016,Gabelli Dividend,13911.73,18593.02
57.970092474,25.463399371,West,211,Granny,Duckerin,8984.46,22/10/2016,EPR Properties,15498.44,35283.82
26.521475255,15.042635824,West,219,Thatcher,Marsh,6655.36,19/07/2017,Hersha Hospitality Trust,25094.23,44243.31
48.818666801,28.086067741,West,238,Marlin,McMahon,7843.29,18/03/2018,Matlin & Partners Acquisition Corporation,16066.17,27925.91
36.406486972,20.856355625,West,241,Drusie,Oddy,2690.96,10/12/2018,RXi Pharmaceuticals Corporation,7391.43,12902.35
52.497717573,35.407911773,West,244,Mary,Gounot,9079.58,04/12/2016,Burcon NutraScience Corp,17295.19,25642.8
82.896142433,82.896142433,West,251,Lisle,Leschelle,2723.76,01/12/2018,Macatawa Bank Corporation,3285.75,3285.75
54.931522787,54.931522787,West,267,Whitman,O' Mullan,6987.85,17/12/2017,Intel Corporation,12721.02,12721.02
87.378990372,87.378990372,West,275,Alyssa,Claire,8638.82,28/05/2016,iShares S&P Emerging Markets Infrastructure Index Fund,9886.61,9886.61
78.511783033,23.743558468,West,290,Kelcie,Gabbotts,6365.28,25/07/2016,FIRST REPUBLIC BANK,8107.42,26808.45
54.566843315,46.411859035,West,291,Vinni,Crosoer,7635.02,20/08/2017,Eastman Kodak Company,13992.05,16450.58
32.531974184,32.531974184,West,298,Beulah,Haet,2799.5,15/02/2017,Hovnanian Enterprises Inc,8605.38,8605.38
15.965395243,10.157596420,West,299,Carmine,Thomton,4709.79,10/11/2016,"NextEra Energy, Inc.",29499.99,46367.17
21.200542005,20.165171852,West,300,Adey,Comiam,1408.14,15/12/2017,Astoria Financial Corporation,6642,6983.03
5.195617676,5.195617676,West,301,Holly,Dinning,204.3,24/08/2016,Royal Bank Scotland plc (The),3932.16,3932.16
21.310312309,13.558170576,West,305,Allister,Brainsby,6286.54,11/08/2016,"NextEra Energy, Inc.",29499.99,46367.17
32.575871641,32.575871641,West,312,Paolina,Moncaster,4759.83,10/08/2018,"Post Holdings, Inc.",14611.52,14611.52
78.015834835,40.674759725,West,314,Adrienne,Reolfi,4783.97,02/11/2017,Pentair plc.,6132.05,11761.52
47.301516207,31.859204197,West,319,Kamila,Hairesnape,8195.21,05/09/2017,Western Alliance Bancorporation,17325.47,25723.21
37.480450979,37.480450979,West,327,Farrel,Keightley,4951.31,12/02/2019,Webster Financial Corporation,13210.38,13210.38
20.941092370,5.462755998,West,339,Vladamir,Brymner,1083.89,27/08/2016,Urstadt Biddle Properties Inc.,5175.9,19841.45
54.724484163,34.559084457,West,349,Rayshell,Robe,8881.74,12/11/2018,Aegion Corp,16229.92,25700.16
87.377216259,87.377216259,West,352,Nicolis,Keable,9516.34,01/10/2016,"Rennova Health, Inc.",10891.1,10891.1
17.103857567,17.103857567,West,353,Tad,Heaphy,561.99,24/05/2016,Macatawa Bank Corporation,3285.75,3285.75
94.804382324,94.804382324,West,355,Candie,Apedaile,3727.86,20/08/2017,Royal Bank Scotland plc (The),3932.16,3932.16
77.483950603,18.525110864,West,359,Fernando,Holttom,3998.66,01/03/2018,"Micronet Enertec Technologies, Inc.",5160.63,21585.08
44.779463187,39.848710923,West,372,Minnaminnie,Wildgoose,4751.11,27/04/2019,First Trust Hong Kong AlphaDEX Fund,10610.02,11922.87
19.107973415,15.675144940,West,376,Mahalia,Cuardall,1792.84,24/06/2016,STRATS Trust,9382.68,11437.47
13.748557964,7.202840557,West,382,Adey,Skaid,1571.94,03/12/2016,"Buckle, Inc. (The)",11433.49,21823.89
28.264826946,14.779918483,West,383,Sophey,McAlister,5333.44,21/06/2017,CF Corporation,18869.53,36085.72
52.889605623,27.656424757,West,398,Carrie,O' Quirk,9980.02,28/07/2018,CF Corporation,18869.53,36085.72
67.096808089,26.553456740,West,405,Emile,O'Halligan,9067.57,28/01/2019,Drive Shack Inc.,13514.16,34148.36
47.625995672,27.300378573,West,407,Randy,Nester,6270.31,15/03/2017,"Dominion Energy, Inc.",13165.73,22967.85
43.908474580,38.916051938,West,408,Nadya,Pitkeathly,4008.33,07/11/2018,Tutor Perini Corporation,9128.83,10299.94
59.909872885,33.790205484,West,411,Reamonn,Jerromes,7507.42,21/02/2017,Origo Acquisition Corporation,12531.19,22217.74
52.698483793,35.494248191,West,412,Rodolph,Lemon,9130.26,10/09/2016,Western Alliance Bancorporation,17325.47,25723.21
62.519549021,62.519549021,West,416,Chancey,Myrick,8259.07,07/05/2018,Webster Financial Corporation,13210.38,13210.38
20.951006742,20.951006742,West,421,Ellsworth,Fitch,2061.82,22/08/2016,"SPX FLOW, Inc.",9841.15,9841.15
46.624920342,28.827605762,West,428,Regina,Oldroyde,3497.27,28/09/2016,Nuveen Insured New York Select Tax-Free Income Portfolio,7500.86,12131.67
75.302244928,19.800447028,West,434,Ephraim,Jardine,4034.25,09/01/2019,Service Corporation International,5357.41,20374.54
14.925940263,2.975917374,West,436,Louisa,Casaroli,1048.81,18/11/2018,DTE Energy Company,7026.76,35243.25
5.874780142,3.938491476,West,441,Albert,Byham,924.54,08/11/2018,Liberty Interactive Corporation,15737.44,23474.47
85.074059737,16.961971441,West,442,Holt,Borg-Bartolo,5977.95,03/11/2018,DTE Energy Company,7026.76,35243.25
97.387875887,26.087347798,West,444,Vanya,Andersen,5594.69,24/10/2017,"Community Health Systems, Inc.",5744.75,21445.99
46.358171520,8.236858003,West,445,Arie,Veeler,8409.72,17/12/2017,Bank of America Corporation,18140.75,102098.64
40.010978362,40.010978362,West,446,Harriette,Dunniom,8389.71,07/12/2016,"Western Refining Logistics, LP",20968.52,20968.52
82.961208841,37.800795117,West,455,Fred,Wesker,8239.84,15/04/2017,"Flex Pharma, Inc.",9932.16,21798.06
36.188634933,18.568700456,West,457,Julius,Kadwallider,5621.13,07/07/2016,Stewart Information Services Corporation,15532.86,30272.07
38.894196204,10.679087564,West,470,Josiah,Heaven,3159.36,21/01/2017,KKR & Co. L.P.,8122.96,29584.55
53.375079658,33.001144937,West,478,Elna,Crichton,4003.59,15/01/2017,Nuveen Insured New York Select Tax-Free Income Portfolio,7500.86,12131.67
16.683713895,16.683713895,West,479,Terrie,Darell,2084.58,19/05/2018,"Ohr Pharmaceuticals, Inc.",12494.7,12494.7
30.970194815,30.970194815,West,487,Hunt,Jobern,4261.09,09/10/2018,"Stag Industrial, Inc.",13758.68,13758.68
45.746313213,27.677490604,West,493,Corbet,Manueau,9907,27/11/2018,DDR Corp.,21656.39,35794.43
27.799964545,7.632970588,West,494,Willie,Badsworth,2258.18,14/10/2017,KKR & Co. L.P.,8122.96,29584.55
78.171117240,40.520836239,West,500,Danya,Giacobbo,9297.36,22/10/2018,Resource Capital Corp.,11893.6,22944.64
63.593513028,36.431115262,West,505,Kimberlee,Moffet,4700.47,09/08/2017,RXi Pharmaceuticals Corporation,7391.43,12902.35
62.711309595,62.711309595,West,510,Lorant,McGarrahan,7835.59,28/04/2017,"Ohr Pharmaceuticals, Inc.",12494.7,12494.7
50.836587745,23.641317139,West,517,Timoteo,Colson,5424.33,08/04/2017,"Cardinal Health, Inc.",10670.13,22944.28
29.807916354,6.484735119,West,518,Ginnie,Simeons,2315.47,18/05/2018,BB&T Corporation,7767.97,35706.47
55.220536813,49.140097980,West,520,Kaylee,Aujouanet,5858.91,21/09/2016,First Trust Hong Kong AlphaDEX Fund,10610.02,11922.87
17.038791159,7.763626671,West,523,Norton,Narey,1692.32,30/12/2017,"Flex Pharma, Inc.",9932.16,21798.06
44.329035199,44.329035199,West,525,Conni,Van der Merwe,2275.17,17/12/2018,VictoryShares US 500 Volatility Wtd ETF,5132.46,5132.46
15.443259472,9.825400170,West,528,Ernst,Rennison,4555.76,23/01/2019,"NextEra Energy, Inc.",29499.99,46367.17
48.529161304,32.467456028,West,531,Paton,Hardwich,8605.22,07/03/2017,"StarTek, Inc.",17732.06,26504.14
69.029805185,69.029805185,West,533,Far,Forstall,9497.59,09/06/2018,"Stag Industrial, Inc.",13758.68,13758.68
38.981749988,22.109941593,West,534,Nola,Finnick,9782.17,01/10/2018,Hersha Hospitality Trust,25094.23,44243.31
17.396456514,4.503980732,West,535,Tedi,Sahnow,1118.66,12/10/2017,"Haverty Furniture Companies, Inc.",6430.39,24837.14
16.457628614,12.226548029,West,538,Franny,Fawloe,1828.38,22/12/2018,"Monster Digital, Inc.",11109.62,14954.18
42.029907526,18.461663165,West,546,Andromache,Piccop,6513.98,22/06/2017,EPR Properties,15498.44,35283.82
55.274926657,55.274926657,West,552,Sunny,Bruckmann,7609.97,16/12/2017,Arch Capital Group Ltd.,13767.49,13767.49
50.660135829,50.660135829,West,554,Cathee,Frick,5902.61,12/01/2018,Harmony Merger Corp.,11651.39,11651.39
22.516049397,5.383209143,West,562,Kelsey,Gooble,1161.97,17/06/2017,"Micronet Enertec Technologies, Inc.",5160.63,21585.08
42.199763917,42.199763917,West,569,Debbie,Gothup,5341.03,17/12/2018,Merus Labs International Inc.,12656.54,12656.54
18.845567431,9.854507545,West,585,Vilhelmina,Tassel,3556.07,06/09/2017,CF Corporation,18869.53,36085.72
10.005838198,5.366970987,West,586,Nickie,Bootman,1057.45,30/03/2018,"Kandi Technologies Group, Inc.",10568.33,19702.92
31.857720415,20.489357077,West,587,Cindy,Boardman,3317.44,20/03/2018,"Ominto, Inc.",10413.3,16191.04
46.763977592,30.605226739,West,597,Job,Mabe,7629.73,10/08/2018,National General Holdings Corp,16315.4,24929.5
45.068477213,45.068477213,West,600,Janaya,Tumber,5733.17,05/05/2019,Intel Corporation,12721.02,12721.02
32.464916470,25.886517476,West,612,Stanly,Schleicher,5247.72,12/02/2019,"Universal Logistics Holdings, Inc.",16164.28,20272.02
49.163412255,22.863214710,West,613,Lorens,Cahalin,5245.8,26/07/2018,"Cardinal Health, Inc.",10670.13,22944.28
78.660546631,78.660546631,West,614,Nata,Palmby,8294.44,04/04/2017,American Equity Investment Life Holding Company,10544.6,10544.6
55.900744735,10.269598939,West,615,Parsifal,Aymerich,1741.42,12/08/2017,"Taubman Centers, Inc.",3115.2,16957.04
40.050313811,40.050313811,West,617,Olive,Jamot,5388.99,22/05/2018,Robert Half International Inc.,13455.55,13455.55
37.761534996,24.169446659,West,619,Elga,Ferron,5666.36,25/09/2017,Moog Inc.,15005.64,23444.31
55.670964801,55.670964801,West,621,Bentlee,Vance,2857.29,04/03/2019,VictoryShares US 500 Volatility Wtd ETF,5132.46,5132.46
45.275515837,28.591962073,West,629,Novelia,Baynham,7348.18,08/02/2018,Aegion Corp,16229.92,25700.16
32.468316916,32.468316916,West,632,Christoffer,Chetwind,2875.8,27/09/2017,"A V Homes, Inc.",8857.25,8857.25
49.943023187,48.938016679,West,634,Hedy,Clinnick,6885.3,30/05/2016,Monmouth Real Estate Investment Corporation,13786.31,14069.43
56.091525420,49.713881828,West,650,Carlin,Fitzsimons,5120.5,18/08/2017,Tutor Perini Corporation,9128.83,10299.94
47.693732287,19.539854213,West,661,Nanine,Lalley,7401.39,29/11/2017,"SunTrust Banks, Inc.",15518.58,37878.43
86.349569983,86.349569983,West,664,Avery,Polgreen,9551.29,22/02/2017,"Genomic Health, Inc.",11061.19,11061.19
79.058907630,20.623543138,West,665,Peggy,Pellington,4092.01,13/08/2017,Urstadt Biddle Properties Inc.,5175.9,19841.45
59.949686189,59.949686189,West,670,Leigh,Siddele,8066.56,01/08/2018,Robert Half International Inc.,13455.55,13455.55
13.457496087,8.562006264,West,678,Carine,MacNucator,3969.96,28/01/2019,"NextEra Energy, Inc.",29499.99,46367.17
21.488216967,6.498473429,West,683,Axel,Troni,1742.14,26/08/2017,FIRST REPUBLIC BANK,8107.42,26808.45
84.029817981,34.088945379,West,687,Carmelia,Schops,8995.35,29/09/2017,Allstate Corporation (The),10704.95,26387.88
12.621009628,12.621009628,West,694,Silvia,Bowkett,1247.79,28/02/2019,iShares S&P Emerging Markets Infrastructure Index Fund,9886.61,9886.61
24.056156562,24.056156562,West,698,Fara,Collens,5044.22,07/06/2018,"Western Refining Logistics, LP",20968.52,20968.52
22.859303882,13.830364110,West,703,Penny,Denison,4950.5,08/11/2016,DDR Corp.,21656.39,35794.43
12.622783741,12.622783741,West,712,Heywood,Kornalik,1374.76,30/03/2017,"Rennova Health, Inc.",10891.1,10891.1
67.424128359,67.424128359,West,713,Binni,Matonin,9851.69,12/07/2017,"Post Holdings, Inc.",14611.52,14611.52
49.339864171,49.339864171,West,720,Sydelle,Tieman,5748.78,07/12/2018,Harmony Merger Corp.,11651.39,11651.39
32.788964309,26.144903172,West,729,Leigha,Donaghy,5300.1,24/05/2018,"Universal Logistics Holdings, Inc.",16164.28,20272.02
14.887711125,4.509608086,West,741,Reggie,Brunnstein,1467.44,04/05/2019,Public Storage,9856.72,32540.3
76.937702041,38.462543527,West,753,Lyon,Christescu,7506.55,21/06/2018,M III Acquisition Corp.,9756.66,19516.52
15.970182019,6.478731903,West,756,Krishna,Jeffryes,1709.6,11/07/2016,Allstate Corporation (The),10704.95,26387.88
79.048993258,79.048993258,West,757,Pennie,Kaley,7779.33,27/02/2017,"SPX FLOW, Inc.",9841.15,9841.15
31.037394517,31.037394517,West,758,Morris,Hincham,3407.31,24/09/2016,Kingold Jewelry Inc.,10978.08,10978.08
36.144045749,15.271921202,West,774,Sander,Leads,2861.9,22/10/2017,Capital Southwest Corporation,7918.04,18739.62
45.433156685,38.643196775,West,775,Falkner,Vick,6357.03,22/02/2017,Eastman Kodak Company,13992.05,16450.58
52.374004328,30.022052565,West,792,Debbie,Olphert,6895.42,04/04/2017,"Dominion Energy, Inc.",13165.73,22967.85
63.811365067,32.742161339,West,795,Basilio,Abbati,9911.73,01/02/2018,Stewart Information Services Corporation,15532.86,30272.07
83.308966259,83.308966259,West,797,Elsy,Yitzhakof,7407.65,24/09/2017,Cars.com Inc.,8891.78,8891.78
93.397882456,93.397882456,West,802,Alica,Deniskevich,4559.75,26/01/2019,"H&R Block, Inc.",4882.07,4882.07
67.468025816,67.468025816,West,811,Ax,Blitz,5805.88,29/12/2017,Hovnanian Enterprises Inc,8605.38,8605.38
80.892026585,66.359430888,West,814,Coop,Poundsford,7589.84,20/10/2018,STRATS Trust,9382.68,11437.47
31.394382905,18.994268103,West,819,Marcille,Haydney,6798.89,31/07/2016,DDR Corp.,21656.39,35794.43
2.514367879,1.317272035,West,823,Connor,Beckson,287.48,26/04/2017,"Buckle, Inc. (The)",11433.49,21823.89
13.650430017,13.650430017,West,828,Dominique,Gurry,1509.9,24/06/2017,"Genomic Health, Inc.",11061.19,11061.19
2.336735976,1.654653054,West,839,Jorgan,Kleinzweig,213.92,25/03/2018,"Gabelli Equity Trust, Inc. (The)",9154.65,12928.39
16.928959533,4.938776260,West,840,Melessa,Cornillot,860.24,12/01/2017,"Fidelity National Financial, Inc.",5081.47,17418.08
64.667139879,10.312143197,West,842,Maiga,Kief,2614.68,09/10/2016,"PPL Capital Funding, Inc.",4043.29,25355.35
34.472024707,34.472024707,West,850,Cly,Witherdon,2956.8,11/08/2016,"Hollysys Automation Technologies, Ltd.",8577.39,8577.39
35.932865076,35.932865076,West,851,Saudra,Earie,7534.59,07/03/2018,"Western Refining Logistics, LP",20968.52,20968.52
50.056976813,49.049677208,West,854,Desiree,Gribbins,6901.01,13/09/2018,Monmouth Real Estate Investment Corporation,13786.31,14069.43
83.542371386,62.064519753,West,869,Georgeanna,Gingel,9281.24,20/07/2016,"Monster Digital, Inc.",11109.62,14954.18
37.042090354,27.872036685,West,878,Leela,Spinks,5630.72,30/11/2016,Capitol Acquisition Corp. III,15200.87,20202.04
52.306267713,21.429584067,West,879,Garfield,Horick,8117.19,28/12/2017,"SunTrust Banks, Inc.",15518.58,37878.43
21.828882760,11.315235279,West,889,Tonye,Pynner,2596.24,18/08/2018,Resource Capital Corp.,11893.6,22944.64
57.800236083,57.800236083,West,892,Fawnia,Willingham,7315.51,09/08/2018,Merus Labs International Inc.,12656.54,12656.54
82.603543486,21.386238512,West,900,Moina,Kovalski,5311.73,04/12/2018,"Haverty Furniture Companies, Inc.",6430.39,24837.14
20.604976510,20.604976510,West,904,Brena,Yarr,2574.53,14/07/2018,"Ohr Pharmaceuticals, Inc.",12494.7,12494.7
53.236022408,34.840931427,West,908,Phillip,Colomb,8685.67,29/07/2016,National General Holdings Corp,16315.4,24929.5
58.187620235,9.943028620,West,919,Eleonore,Braunfeld,1152.4,12/12/2018,Yahoo! Inc.,1980.49,11590.03
54.374939941,54.374939941,West,947,Freda,Fauning,5997.98,08/08/2016,"Parke Bancorp, Inc.",11030.78,11030.78
22.016862391,20.941625627,West,955,Antonius,Ride,1462.36,03/09/2018,Astoria Financial Corporation,6642,6983.03
56.782595604,54.009505902,West,957,Marchelle,Mowsdale,3771.5,02/03/2019,Astoria Financial Corporation,6642,6983.03
63.855954251,26.981016691,West,958,Floria,Keely,5056.14,17/09/2016,Capital Southwest Corporation,7918.04,18739.62
44.725073343,44.725073343,West,969,Starlin,Charity,6157.52,17/12/2017,Arch Capital Group Ltd.,13767.49,13767.49
62.238465004,39.836019913,West,979,Emlen,Slocomb,9339.28,13/10/2017,Moog Inc.,15005.64,23444.31
23.062297959,11.529258290,West,989,Travus,Cleveley,2250.11,04/05/2017,M III Acquisition Corp.,9756.66,19516.52
51.181333199,29.445343052,West,997,Nannie,Brewse,8222.88,07/05/2018,Matlin & Partners Acquisition Corporation,16066.17,27925.91
37.013210294,31.751243872,East,3,Josh,Jowitt,4886.98,15/09/2017,"Veritex Holdings, Inc.",13203.34,15391.46
79.244946545,56.126392806,East,15,Baily,Bader,9776.14,15/02/2018,"Fidelity National Financial, Inc.",12336.61,17418.08
44.916075406,22.983620259,East,16,Ezequiel,Tissington,6990.19,12/07/2017,Vantage Energy Acquisition Corp.,15562.78,30413.79
30.478437465,30.478437465,East,17,Alison,Redemile,3915.51,12/10/2018,Nuveen AMT-Free Municipal Value Fund,12846.82,12846.82
49.442850781,49.442850781,East,25,Sandye,Braithwaite,8071.58,16/08/2017,Companhia Paranaense de Energia (COPEL),16325.07,16325.07
93.802210561,50.397172601,East,26,Miguelita,Parlor,7464.93,29/06/2017,American National Insurance Company,7958.16,14812.2
53.232482250,53.232482250,East,30,Kaylyn,McCrorie,8352.07,17/09/2017,"SGOCO Group, Ltd",15689.8,15689.8
72.333085420,72.333085420,East,40,Tyson,Reuble,8986.46,04/09/2017,Hecla Mining Company,12423.72,12423.72
17.384733948,3.800270361,East,47,Pattie,Francesconi,1211.37,12/08/2016,Tsakos Energy Navigation Ltd,6968.01,31875.89
85.157228589,27.638195528,East,52,Bernie,Cavanagh,7287.96,20/11/2016,CHS Inc,8558.24,26369.16
77.641436613,22.466099352,East,54,Milo,Sharland,5159.98,31/01/2017,"Dominion Energy, Inc.",6645.91,22967.85
36.186147853,19.821621449,East,57,Margarete,Montes,4719.98,02/10/2016,"AmTrust Financial Services, Inc.",13043.61,23812.28
4.076235457,4.076235457,East,64,Stafani,Denington,329.69,30/06/2018,Cardiome Pharma Corporation,8088.1,8088.1
15.985076023,5.992031661,East,69,Anabella,Probert,1538.1,21/03/2018,American Homes 4 Rent,9622.1,25669.09
26.588561713,26.588561713,East,75,Ronny,McCrae,2897.89,27/05/2016,"BeiGene, Ltd.",10899.01,10899.01
33.054881740,27.714848308,East,81,Emelyne,Coulthard,3123.25,09/07/2018,"American Financial Group, Inc.",9448.68,11269.23
84.014923977,31.493130454,East,89,Leela,Gonnard,8084,09/04/2017,American Homes 4 Rent,9622.1,25669.09
45.462281838,45.462281838,East,90,Norah,Benedek,5523.84,22/07/2016,Fang Holdings Limited,12150.38,12150.38
52.485843209,52.485843209,East,93,Cyndi,Key,9936.94,20/08/2016,Global Partner Acquisition Corp.,18932.61,18932.61
77.205274100,60.695479728,East,98,Serene,Crevagh,9818.38,22/02/2019,"Magyar Bancorp, Inc.",12717.24,16176.46
18.662701474,9.713320991,East,99,Tammy,Keston,3423.29,17/11/2016,DTE Energy Company,18342.95,35243.25
9.547882584,4.978979507,East,100,Marcia,Housecraft,753.58,15/04/2018,"Yum! Brands, Inc.",7892.64,15135.23
14.168392460,7.148151972,East,102,Eachelle,Drew-Clifton,1848.57,04/09/2016,Aegon NV,13047.14,25860.81
11.453408830,9.689780734,East,107,Phylis,Wimsett,2087.89,18/08/2018,"eHealth, Inc.",18229.42,21547.34
92.996184926,20.770137162,East,110,Fredric,Stanger,2476.6,29/07/2017,"First Connecticut Bancorp, Inc.",2663.12,11923.85
52.876194412,33.868063799,East,124,Cheryl,Brushfield,9110.14,10/11/2016,Melco Resorts & Entertainment Limited,17229.19,26898.91
25.818395081,5.705816473,East,126,Marlena,Yesichev,2685.41,26/08/2018,Citigroup Inc.,10401.15,47064.43
51.399715405,43.485042701,East,127,Eliot,Pinch,9369.87,26/07/2016,"eHealth, Inc.",18229.42,21547.34
20.755053455,14.700070272,East,130,Xever,Pergens,2560.47,30/04/2017,"Fidelity National Financial, Inc.",12336.61,17418.08
46.295559696,8.578959088,East,132,Lion,Dewsnap,1105.7,24/06/2017,"Agilent Technologies, Inc.",2388.35,12888.51
47.514156791,47.514156791,East,139,Clark,Cake,8995.67,26/01/2019,Global Partner Acquisition Corp.,18932.61,18932.61
84.743975986,26.000946208,East,141,Berne,Parman,4638.47,10/09/2016,The Joint Corp.,5473.51,17839.62
70.612048983,70.612048983,East,147,Beatrix,Daal,4133.82,25/10/2016,Denbury Resources Inc.,5854.27,5854.27
34.840612386,22.116806115,East,152,Bernardo,Vida,4363.94,13/04/2018,"KAR Auction Services, Inc",12525.44,19731.33
86.541558168,38.869872150,East,154,Marcelia,Vergo,9980.31,11/04/2019,SPDR Dorsey Wright Fixed Income Allocation ETF,11532.39,25676.21
40.509017733,28.413330783,East,157,Silvain,Simmill,9686.65,27/06/2016,"Legg Mason, Inc.",23912.33,34091.92
56.326753458,38.038827497,East,161,Kirbie,Johansson,9522.37,01/10/2017,Pattern Energy Group Inc.,16905.59,25033.29
67.838502877,10.547555026,East,164,Arte,Adamovich,7013.66,02/10/2016,J P Morgan Chase & Co,10338.76,66495.6
59.989381870,54.226896412,East,165,Terence,Van der Spohr,8056.49,07/05/2017,"T-Mobile US, Inc.",13429.86,14857
89.448802462,46.909409085,East,170,Fabiano,Giaomozzo,6342.26,13/06/2017,Atlantic Coast Financial Corporation,7090.38,13520.23
95.532348425,18.705663664,East,175,Enoch,Shenton,2283.29,31/01/2019,Rosehill Resources Inc.,2390.07,12206.41
32.033808707,32.033808707,East,178,Connie,Norrey,5981.01,04/07/2017,Lyon William Homes,18670.93,18670.93
53.704440304,9.951887379,East,179,Nilson,Jonah,1282.65,13/10/2018,"Agilent Technologies, Inc.",2388.35,12888.51
14.842771411,4.817294142,East,180,Shannon,Beekman,1270.28,11/05/2017,CHS Inc,8558.24,26369.16
4.277485491,2.952091824,East,184,Freddy,Whitrod,176.59,16/09/2016,"Kadmon Holdings, Inc.",4128.36,5981.86
16.098196224,5.252638780,East,186,Grazia,Hartrick,1793.69,08/08/2018,Drive Shack Inc.,11142.18,34148.36
15.256024014,4.680817192,East,189,Forrester,Lurner,835.04,10/01/2018,The Joint Corp.,5473.51,17839.62
50.430082114,31.529395091,East,202,Melania,MacLucais,7831,16/08/2017,"Haverty Furniture Companies, Inc.",15528.43,24837.14
46.571361586,11.081114396,East,203,Gui,Egginson,2463.15,14/06/2018,Anworth Mortgage Asset  Corporation,5288.98,22228.36
27.749444748,27.749444748,East,204,Joana,Luddy,3479.6,02/06/2016,"Cass Information Systems, Inc",12539.35,12539.35
56.173815973,56.173815973,East,208,Hans,Sterre,6310.28,28/03/2017,Southwestern Energy Company,11233.49,11233.49
72.250555252,72.250555252,East,212,Remus,Pollett,9059.75,11/07/2018,"Cass Information Systems, Inc",12539.35,12539.35
89.751851555,89.751851555,East,213,Oren,Leer,9506.92,08/11/2016,"Sally Beauty Holdings, Inc.",10592.45,10592.45
85.778903192,15.153938196,East,217,Ardenia,Athowe,2916.68,22/05/2018,Legacy Reserves LP,3400.23,19247.01
27.152101029,19.044688595,East,218,Peyter,Di Lucia,6492.7,04/06/2016,"Legg Mason, Inc.",23912.33,34091.92
61.192901748,56.173186767,East,220,Barde,Roslen,8986.71,04/08/2017,"Builders FirstSource, Inc.",14685.87,15998.22
56.918509464,25.325629386,East,223,Corine,Stallard,4116.21,16/03/2019,Black Hills Corporation,7231.76,16253.14
46.767517750,46.767517750,East,224,Maryjane,McGrath,7337.73,06/09/2018,"SGOCO Group, Ltd",15689.8,15689.8
62.857381870,62.857381870,East,237,Caralie,Harsnep,9467.56,18/09/2018,"BroadVision, Inc.",15061.97,15061.97
75.312827179,37.996373663,East,244,Hilliard,Pickett,9826.17,24/12/2016,Aegon NV,13047.14,25860.81
23.102621822,23.102621822,East,253,Korie,Deuss,1744.71,18/07/2017,Motif Bio plc,7552,7552
49.031167025,43.370780992,East,255,Vasily,King,8996.67,20/01/2017,"Tortoise MLP Fund, Inc.",18348.88,20743.62
52.474115490,18.514104538,East,260,Terencio,Bonsul,6930.12,20/12/2017,HSBC Holdings plc,13206.74,37431.57
22.387816306,17.818939291,East,268,Adiana,Bratt,3940.09,17/09/2017,Federal Agricultural Mortgage Corporation,17599.26,22111.81
53.516952209,53.516952209,East,271,Veronique,Santos,6009.06,27/06/2017,"Sprott Focus Trust, Inc.",11228.33,11228.33
23.176026314,23.176026314,East,278,Doug,Le Fevre,2017.29,27/02/2017,Antero Midstream GP LP,8704.21,8704.21
50.557149219,50.557149219,East,279,Kellsie,Southorn,8253.49,02/09/2017,Companhia Paranaense de Energia (COPEL),16325.07,16325.07
26.191479878,18.017808090,East,284,Roxana,Dobbson,2814.56,10/01/2018,SandRidge Mississippian Trust I,10746.09,15620.99
22.069119385,10.603510523,East,285,Lilian,Cockram,2809.24,22/09/2017,"Carbo Ceramics, Inc.",12729.28,26493.49
31.269526920,24.959371102,East,287,Jeddy,Drewson,4160.52,21/01/2019,"Soligenix, Inc.",13305.35,16669.17
68.730473080,54.860739917,East,289,Batsheva,Exrol,9144.83,09/12/2017,"Soligenix, Inc.",13305.35,16669.17
47.525884510,16.768252040,East,292,Loreen,O'Keenan,6276.62,03/06/2016,HSBC Holdings plc,13206.74,37431.57
62.986789706,54.032301029,East,305,Idette,Youel,8316.36,29/08/2016,"Veritex Holdings, Inc.",13203.34,15391.46
65.159387614,41.363151901,East,311,Johny,Flello,8161.5,04/03/2019,"KAR Auction Services, Inc",12525.44,19731.33
73.411438287,73.411438287,East,319,Arabele,Stoyell,8001.12,25/01/2019,"BeiGene, Ltd.",10899.01,10899.01
54.640667025,40.273105552,East,329,Lula,Geertje,8205.46,20/10/2018,Service Corporation International,15017.13,20374.54
38.435309212,30.591480299,East,336,Phil,Paoloni,6764.33,21/03/2017,Federal Agricultural Mortgage Corporation,17599.26,22111.81
55.032630015,40.448765046,East,339,Baudoin,Driver,4354.71,17/01/2017,Saratoga Investment Corp,7912.96,10765.99
14.997319896,10.709955704,East,347,Othella,Barnett,1438.12,23/01/2019,"Tyler Technologies, Inc.",9589.18,13427.88
